,abstract,date,headline,id,paragraph,text,type
141,,2014-02-21,The Weekly Health Quiz,5306589079881038f9ce0a96,"In the news: dogs, cats and adrenaline junkies. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: dogs, cats and adrenaline junkies. Test your knowledge of this week’s health news.  ",Interactive Feature
142,,2014-02-17,Itchy Cheetah,53024b19798810680552e936,A cheetah scratching an itch.,Itchy Cheetah A cheetah scratching an itch.  ,Video
143,,2014-02-17,Itchy Mouse,53024b02798810680552e935,A mouse scratching an itch.,Itchy Mouse A mouse scratching an itch.  ,Video
144,,2014-02-17,Itchy Seal,53024aee798810680552e934,A seal scratching an itch.,Itchy Seal A seal scratching an itch.  ,Video
145,,2014-02-17,Itchy Gorilla,53024ad8798810680552e933,A gorilla scratching an itch.,Itchy Gorilla A gorilla scratching an itch.  ,Video
146,,2014-02-17,Itchy African Buffalo,53024ac5798810680552e932,The African buffalo scratching an itch.,Itchy African Buffalo The African buffalo scratching an itch.  ,Video
147,,2014-02-17,Itchy Wildebeest,53024aae798810680552e930,Wildebeest scratch their itches.,Itchy Wildebeest Wildebeest scratch their itches.  ,Video
148,,2014-02-17,Itchy Orangutan,53024a95798810680552e92f,An orangutan scratching an itch.,Itchy Orangutan An orangutan scratching an itch.  ,Video
149,,2014-02-14,The Weekly Health Quiz,52fd2ac0798810685018a2c4,"In the news: happiness and age, chick flicks and brushing children’s teeth. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: happiness and age, chick flicks and brushing children’s teeth. Test your knowledge of this week’s health news.  ",Interactive Feature
150,,2014-02-07,The Weekly Health Quiz,52f3c428798810037b9a749a,"In the news: shivering as exercise, CVS and peanut allergies. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: shivering as exercise, CVS and peanut allergies. Test your knowledge of this week’s health news.  ",Interactive Feature
151,,2014-02-05,Training to Bobsled,52f26c9c798810763ffa449c,"Chris Fogt is a U.S. Olympic Team bobsledder. He demonstrates some of the exercises in his workout, which is designed to improve the skills his sport requires.","Training to Bobsled Chris Fogt is a U.S. Olympic Team bobsledder. He demonstrates some of the exercises in his workout, which is designed to improve the skills his sport requires.  ",Video
152,,2014-01-30,Weekly Health Quiz,52eae38879881038781ed8cd,"In the news: childhood obesity, testosterone therapy and the amount of exercise that might save you from an early death.","Weekly Health Quiz In the news: childhood obesity, testosterone therapy and the amount of exercise that might save you from an early death.  ",Interactive Feature
153,,2014-01-24,The Weekly Health Quiz,52e17ce87988105f9bf61850,"In the news: smoking, fishy fish oils and highway safety.","The Weekly Health Quiz In the news: smoking, fishy fish oils and highway safety.  ",Interactive Feature
154,,2014-01-23,Comparing Two Operations,52e170f77988105f9bf61812,"Like many medical products or procedures, joint implants cost far more in the United States than in many other developed countries.","Comparing Two Operations Like many medical products or procedures, joint implants cost far more in the United States than in many other developed countries.  ",Interactive Feature
155,,2014-01-21,Advertising Disorder,52e18abe7988105f9bf61890,Even some of the field’s longtime advocates say the zeal to find and treat every A.D.H.D. child has led to too many people with scant symptoms receiving the diagnosis and medication.,Advertising Disorder Even some of the field’s longtime advocates say the zeal to find and treat every A.D.H.D. child has led to too many people with scant symptoms receiving the diagnosis and medication.  ,Interactive Feature
156,,2014-01-21,"An Online Test Suggests You Could Have A.D.H.D., Too",52e1781d7988105f9bf61826,Even some of the field’s longtime advocates say the zeal to find and treat every A.D.H.D. child has led to too many people with scant symptoms receiving the diagnosis and medication.,"An Online Test Suggests You Could Have A.D.H.D., Too Even some of the field’s longtime advocates say the zeal to find and treat every A.D.H.D. child has led to too many people with scant symptoms receiving the diagnosis and medication.  ",Interactive Feature
157,,2014-01-21,Renée Martin’s Pregnancy Costs,52e16eaf7988105f9bf6180b,"Renée Martin and her husband must negotiate all costs with the hospital, procedure by procedure.","Renée Martin’s Pregnancy Costs Renée Martin and her husband must negotiate all costs with the hospital, procedure by procedure.  ",Interactive Feature
158,,2014-01-17,The Weekly Health Quiz,52d836607988103af45113ec,"In the news: the obesity paradox, vaccines and probiotics. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: the obesity paradox, vaccines and probiotics. Test your knowledge of this week’s health news.  ",Interactive Feature
159,,2014-01-10,The Weekly Health Quiz,52cf1bcb79881021167e522c,"In the news: sleep apnea, torn arteries and Google searches. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: sleep apnea, torn arteries and Google searches. Test your knowledge of this week’s health news.  ",Interactive Feature
160,,2014-01-08,Working Out With a Speedskater,52cdce847988104060d894ae,"The workout for Eddy Alvarez, a United States Olympic Team short track speedskater, is designed in part to keep his body balanced even though he relies on his left side when skating.","Working Out With a Speedskater The workout for Eddy Alvarez, a United States Olympic Team short track speedskater, is designed in part to keep his body balanced even though he relies on his left side when skating.  ",Video
161,,2014-01-03,The Weekly Health Quiz,52c5ece4798810483bc5c787,"In the news: nail polish dangers, distracted driving, and vitamin E for Alzheimer’s disease. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: nail polish dangers, distracted driving, and vitamin E for Alzheimer’s disease. Test your knowledge of this week’s health news.  ",Interactive Feature
162,,2013-12-29,Fighting Breast Cancer in India,52c0f54c79881043c1e48718,The skirmishing over Herceptin and other cancer medicines is part of a long-running struggle to make drugs affordable to the world’s poorest people.,Fighting Breast Cancer in India The skirmishing over Herceptin and other cancer medicines is part of a long-running struggle to make drugs affordable to the world’s poorest people.  ,Slideshow
163,,2013-12-27,The Weekly Health Quiz,52bc69947988107e40e20d9f,"In the news: bad laughter, cancer rates and nuts during pregnancy. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: bad laughter, cancer rates and nuts during pregnancy. Test your knowledge of this week’s health news.  ",Interactive Feature
164,,2013-12-26,"In Need of Help, but Not the Emergency Room",52bb8d1a7988104642701002,"A program in Wake County, N.C., trains paramedics to perform mental health exams on patients in the field.","In Need of Help, but Not the Emergency Room A program in Wake County, N.C., trains paramedics to perform mental health exams on patients in the field.  ",Slideshow
165,,2013-12-20,The Cancer Divide: Mary,52b3de147988103a369b1b97,"Mary Singleton, 57, learned in July that she had Stage 4 breast cancer. After the diagnosis her son, George, moved home to Memphis to help take care of her and to help run her printing business.","The Cancer Divide: Mary Mary Singleton, 57, learned in July that she had Stage 4 breast cancer. After the diagnosis her son, George, moved home to Memphis to help take care of her and to help run her printing business.  ",Video
166,,2013-12-20,A Stark Gap in Breast Cancer Deaths,52b3de107988103a369b1b96,"The difference in mortality rates between black women and white women with breast cancer has widened since 1975, in part because black women have not benefited as much from improvements in screening and treatment. Among the states with available data, Tennessee has the largest gap. Massachusetts, where the rates have converged, has the smallest.","A Stark Gap in Breast Cancer Deaths The difference in mortality rates between black women and white women with breast cancer has widened since 1975, in part because black women have not benefited as much from improvements in screening and treatment. Among the states with available data, Tennessee has the largest gap. Massachusetts, where the rates have converged, has the smallest.  ",Interactive Feature
167,,2013-12-20,The Weekly Health Quiz,52b363f57988103a369b19ff,"In the news, food cravings, blood pressure and soap. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news, food cravings, blood pressure and soap. Test your knowledge of this week’s health news.  ",Interactive Feature
168,,2013-12-18,Ask Well: Sterilizing Baby Bottles?,52b21804798810745d6a2e9d,"Your mother and grandmother may have sterilized baby bottles, but the American Academy of Pediatrics says that is no longer necessary.","Ask Well: Sterilizing Baby Bottles? Your mother and grandmother may have sterilized baby bottles, but the American Academy of Pediatrics says that is no longer necessary.  ",Video
169,,2013-12-13,The Weekly Health Quiz,52aa0cde7988107e23b38f92,"In the news: organic milk, nuts and farm animal drugs. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: organic milk, nuts and farm animal drugs. Test your knowledge of this week’s health news.  ",Interactive Feature
170,,2013-12-11,A Dancer’s Workout,52a8b81279881009733fad1a,"Robert Fairchild, a principal dancer with the New York City Ballet, talks about his workout and his role in ""The Nutcracker.""","A Dancer’s Workout Robert Fairchild, a principal dancer with the New York City Ballet, talks about his workout and his role in ""The Nutcracker.""  ",Video
171,,2013-12-06,The Weekly Health Quiz,52a0dde879881019aba130a4,"In the news: male doulas, sleep hormones and feeding baby. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: male doulas, sleep hormones and feeding baby. Test your knowledge of this week’s health news.  ",Interactive Feature
172,,2013-11-29,The Weekly Health Quiz,5298c6d27988107002afc064,Same-sex parents. Cohabiting couples. Voluntary kin. Children with parents in prison. Immigrant-Americans. How much do you know about today’s changing family structure?,The Weekly Health Quiz Same-sex parents. Cohabiting couples. Voluntary kin. Children with parents in prison. Immigrant-Americans. How much do you know about today’s changing family structure?  ,Interactive Feature
173,,2013-11-27,Grappling With Decisions About Testing and Treatment,5295ac1879881027a28fac43,Many geneticists and cancer doctors in Israel suggest that the Israeli Health Ministry offer genetic testing for all Ashkenazi women over the age of 25.,Grappling With Decisions About Testing and Treatment Many geneticists and cancer doctors in Israel suggest that the Israeli Health Ministry offer genetic testing for all Ashkenazi women over the age of 25.  ,Slideshow
174,,2013-11-26,The Cancer Divide: Tzippy,529571f979881027a28fabde,"Tzippy, 38, an Orthodox Jew and a mother of seven children, recounted the choices she faced after testing positive for a genetic mutation associated with breast cancer.","The Cancer Divide: Tzippy Tzippy, 38, an Orthodox Jew and a mother of seven children, recounted the choices she faced after testing positive for a genetic mutation associated with breast cancer.  ",Video
175,,2013-11-26,The Perez Family,5293d66f79881040fccbc840,"Despite the instability of family life among the working class and the poor, Julian Hill, 39, and Ana Perez, 34, have stayed together for six years.","The Perez Family Despite the instability of family life among the working class and the poor, Julian Hill, 39, and Ana Perez, 34, have stayed together for six years.  ",Slideshow
176,,2013-11-26,The Glusac Family,5293d66079881040fccbc83f,"Numerically, Srdan and Jan Glusac of Los Angeles, with their two children, add up to a typical middle-class family, but their lives tell a richer story.","The Glusac Family Numerically, Srdan and Jan Glusac of Los Angeles, with their two children, add up to a typical middle-class family, but their lives tell a richer story.  ",Slideshow
177,,2013-11-26,The Indrakrishnan Family,5293d64f79881040fccbc83e,"The family of Dr. Indran Indrakrishnan is part of America’s fastest-growing immigrant population, Asian-Americans.","The Indrakrishnan Family The family of Dr. Indran Indrakrishnan is part of America’s fastest-growing immigrant population, Asian-Americans.  ",Slideshow
178,,2013-11-26,The Wayser-Schulte Family,5293d63a79881040fccbc83d,The Schulte-Wayser family is both modern and traditional at the same time.,The Wayser-Schulte Family The Schulte-Wayser family is both modern and traditional at the same time.  ,Slideshow
179,,2013-11-25,Christmas Abbott’s Nascar Workout,5293c5b279881040fccbc80a,Workout tips from a Nascar pit crew member and gym owner.,Christmas Abbott’s Nascar Workout Workout tips from a Nascar pit crew member and gym owner.  ,Video
180,,2013-11-22,The Weekly Health Quiz,528e3ba67988104cfe53a978,"In the news: a daily aspirin, traveling with children and exercise during pregnancy. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: a daily aspirin, traveling with children and exercise during pregnancy. Test your knowledge of this week’s health news.  ",Interactive Feature
181,,2013-11-18,Estimating Risk,5289643a7988101371413d8a,"New guidelines recommend statins for people whose risk of a heart attack or stroke in the next 10 years is 7.5 percent or higher. But calculators to estimate a person’s 10-year risk may overestimate the actual risk of heart attack or stroke, according to an analysis of three large studies.","Estimating Risk New guidelines recommend statins for people whose risk of a heart attack or stroke in the next 10 years is 7.5 percent or higher. But calculators to estimate a person’s 10-year risk may overestimate the actual risk of heart attack or stroke, according to an analysis of three large studies.  ",Interactive Feature
182,,2013-11-17,Estimating Risk,528963c07988101371413d88,"New guidelines recommend statins for people whose risk of a heart attack or stroke in the next 10 years is 7.5 percent or higher. But calculators to estimate a person’s 10-year risk may overestimate the actual risk of heart attack or stroke, according to an analysis of three large studies.","Estimating Risk New guidelines recommend statins for people whose risk of a heart attack or stroke in the next 10 years is 7.5 percent or higher. But calculators to estimate a person’s 10-year risk may overestimate the actual risk of heart attack or stroke, according to an analysis of three large studies.  ",Interactive Feature
183,,2013-11-16,Dr. Jeffrey T. Junig,5287c29a798810455df4cd72,Dr. Jeffrey T. Junig discusses the questions he asks himself when it comes to discharging patients from addiction treatment programs.,Dr. Jeffrey T. Junig Dr. Jeffrey T. Junig discusses the questions he asks himself when it comes to discharging patients from addiction treatment programs.  ,Video
184,,2013-11-16,Melissa Iverson,5287c29a798810455df4cd73,Melissa Iverson was transformed after doctors put her on buprenorphine following a psychotic break.,Melissa Iverson Melissa Iverson was transformed after doctors put her on buprenorphine following a psychotic break.  ,Video
185,,2013-11-16,Shawn Schneider,5287c24b798810455df4cd71,"Over the past two years, Shawn Schneider, 38, has been taking buprenorphine to maintain his sobriety after an addiction to painkillers.","Shawn Schneider Over the past two years, Shawn Schneider, 38, has been taking buprenorphine to maintain his sobriety after an addiction to painkillers.  ",Video
186,,2013-11-16,Buprenorphine Explained,5287c20e798810455df4cd6f,"Dr. Andrew Kolodny, the president of Physicians for Responsible Opioid Prescribing, describes the pharmacology of buprenorphine and the drug’s effect at the brain’s receptor level.","Buprenorphine Explained Dr. Andrew Kolodny, the president of Physicians for Responsible Opioid Prescribing, describes the pharmacology of buprenorphine and the drug’s effect at the brain’s receptor level.  ",Video
187,,2013-11-16,Ken Mobley,5287c1c9798810455df4cd6d,"Ken Mobley, a jailer in Whitley County, Ky., talks about the difficulty of keeping Suboxone out of prisons.","Ken Mobley Ken Mobley, a jailer in Whitley County, Ky., talks about the difficulty of keeping Suboxone out of prisons.  ",Video
188,,2013-11-15,The Weekly Health Quiz,52854b5879881074324c7b45,"In the news: the female orgasm, knee ligaments and birthing babies. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: the female orgasm, knee ligaments and birthing babies. Test your knowledge of this week’s health news.  ",Interactive Feature
189,,2013-11-13,Ask Well: Table Salt or Sea Salt?,5283dd307988100165cf57bc,"The differences between table salt and sea salt explained, both in nutrition and taste.","Ask Well: Table Salt or Sea Salt? The differences between table salt and sea salt explained, both in nutrition and taste.  ",Video
190,,2013-11-11,An Author Reveals a Twist in His Tale,52817c0e798810287f85c050,"Martin Cruz Smith, author of thrillers like “Gorky Park,” recently revealed his diagnosis of Parkinson’s disease, which he hid for years.","An Author Reveals a Twist in His Tale Martin Cruz Smith, author of thrillers like “Gorky Park,” recently revealed his diagnosis of Parkinson’s disease, which he hid for years.  ",Video
191,,2013-11-08,The Weekly Health Quiz,527c16477988107f8b4876f6,"In the news: medical marijuana, hepatitis C and contaminated chicken. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: medical marijuana, hepatitis C and contaminated chicken. Test your knowledge of this week’s health news.  ",Interactive Feature
192,,2013-11-05,DNA Bar Coding,527834507988102a7fb27e7e,DNA Bar Coding  is a technique for quickly analyzing short sequences of genes to identify plant or animal species.,DNA Bar Coding DNA Bar Coding  is a technique for quickly analyzing short sequences of genes to identify plant or animal species.  ,Interactive Feature
193,,2013-11-05,Taking a Toll,5278195f7988102a7fb27e3b,"The number of new infections and acute cases of hepatitis C has fallen sharply, but because many of those currently infected are baby boomers now middle-aged and older, long-term medical problems caused by the virus are expected to rise.","Taking a Toll The number of new infections and acute cases of hepatitis C has fallen sharply, but because many of those currently infected are baby boomers now middle-aged and older, long-term medical problems caused by the virus are expected to rise.  ",Interactive Feature
194,,2013-11-05,Testing Supplements,527814147988102a7fb27e28,Genetic testing of 44 herbal supplements from a dozen companies found that only two companies used completely authentic ingredients.,Testing Supplements Genetic testing of 44 herbal supplements from a dozen companies found that only two companies used completely authentic ingredients.  ,Interactive Feature
195,,2013-11-04,Not-So-Herbal Supplements,5278063e7988102a7fb27df1,"A study using DNA testing offers perhaps the most credible evidence to date of adulteration, contamination and mislabeling in the herbal supplement industry.","Not-So-Herbal Supplements A study using DNA testing offers perhaps the most credible evidence to date of adulteration, contamination and mislabeling in the herbal supplement industry.  ",Video
196,,2013-11-01,The Weekly Health Quiz,5272bcad79881079ff3719ff,"In the news: tainted spices, commuting’s costs and smoking’s quit day. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: tainted spices, commuting’s costs and smoking’s quit day. Test your knowledge of this week’s health news.  ",Interactive Feature
197,,2013-10-31,The Highly-Ranked Surgeon,5272752579881060c2e47716,Video from a study in The New England Journal of medicine demonstrating a good surgeon. Warning: Graphic content.,The Highly-Ranked Surgeon Video from a study in The New England Journal of medicine demonstrating a good surgeon. Warning: Graphic content.  ,Video
198,,2013-10-31,The Less-Skilled Surgeon,527274f879881060c2e47714,Video from a study in The New England Journal of medicine demonstrating a less-skilled surgeon. Warning: Graphic content.,The Less-Skilled Surgeon Video from a study in The New England Journal of medicine demonstrating a less-skilled surgeon. Warning: Graphic content.  ,Video
199,,2013-10-25,The Weekly Health Quiz,52697c0379881060bd8ad329,"In the news: tainted breast milk, scoliosis and biking accidents. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: tainted breast milk, scoliosis and biking accidents. Test your knowledge of this week’s health news.  ",Interactive Feature
200,,2013-10-21,Doctors Without Fear,526599c67988104776ffa672,"Amid the crisis in Syria, medical professionals have taken up a herculean effort to provide needed care, and played a critical role in exposing the use of chemical weapons to the world.","Doctors Without Fear Amid the crisis in Syria, medical professionals have taken up a herculean effort to provide needed care, and played a critical role in exposing the use of chemical weapons to the world.  ",Video
201,,2013-10-18,The Weekly Health Quiz,52616c2b7988103f381540c4,"In the news: foot fungus, sleep patterns and new drugs. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: foot fungus, sleep patterns and new drugs. Test your knowledge of this week’s health news.  ",Interactive Feature
202,,2013-10-16,"Rowing With Esther Lofgren, Olympian",525ecd0d79881001a3589ec5,The gold medalist rower talks about her workout.,"Rowing With Esther Lofgren, Olympian The gold medalist rower talks about her workout.  ",Video
203,,2013-10-15,The Cancer Divide: Jessy,525dba4b7988105ad44f7fb7,"Jessy Acen, 30, who has advanced breast cancer, contends with her own poverty and with Uganda's limited resources in her fight to stay alive.","The Cancer Divide: Jessy Jessy Acen, 30, who has advanced breast cancer, contends with her own poverty and with Uganda's limited resources in her fight to stay alive.  ",Video
204,,2013-10-15,Where Is Breast Cancer?,52956f6b79881027a28fabda,"Women in wealthy countries are more likely to be diagnosed with breast cancer, but much less likely to die than women in the developing world.","Where Is Breast Cancer? Women in wealthy countries are more likely to be diagnosed with breast cancer, but much less likely to die than women in the developing world.  ",Interactive Feature
205,,2013-10-14,Helping T-Cells Fight Cancer,525c55c47988105ad44f7bec,"An experimental immunotherapy could help T-cells, a type of white
blood cell, recognize and destroy cancer cells.","Helping T-Cells Fight Cancer An experimental immunotherapy could help T-cells, a type of white
blood cell, recognize and destroy cancer cells.  ",Interactive Feature
206,,2013-10-11,The Weekly Health Quiz,525724fe7988105ad44f715b,"In the news: clinical trials, the Nobel prize and noisy airports. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: clinical trials, the Nobel prize and noisy airports. Test your knowledge of this week’s health news.  ",Interactive Feature
207,,2013-10-04,The Weekly Health Quiz,524de59b7988105ad44f5aae,"In the news: baby smells, health insurance and food-borne illness. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: baby smells, health insurance and food-borne illness. Test your knowledge of this week’s health news.  ",Interactive Feature
208,,2013-10-03,"Life, Interrupted",51a8c7ba46fdbf3d9915965f,"Suleika Jaouad, a 23-year-old writer from Saratoga Springs, N.Y., is chronicling her experiences as a young adult with cancer.","Life, Interrupted Suleika Jaouad, a 23-year-old writer from Saratoga Springs, N.Y., is chronicling her experiences as a young adult with cancer.  ",Interactive Feature
209,,2013-09-27,The Weekly Health Quiz,524496f47988105ad44f219d,"In the news: American calorie counts, motion sickness and paunchy pooches.","The Weekly Health Quiz In the news: American calorie counts, motion sickness and paunchy pooches.  ",Interactive Feature
210,,2013-09-24,Genetic Treatment Aims for a Workaround,5240ac30798810263f381644,Experimental drugs use a technique called exon skipping  to try to counteract genetic errors that cause muscular dystrophy.,Genetic Treatment Aims for a Workaround Experimental drugs use a technique called exon skipping  to try to counteract genetic errors that cause muscular dystrophy.  ,Slideshow
211,,2013-09-23,Stopping Alzheimer's Before It Starts,5240a480798810263f381625,The Times's Pam Belluck reports on a federal clinical trial that could lead to a treatment that prevents Alzheimer's Disease.,Stopping Alzheimer's Before It Starts The Times's Pam Belluck reports on a federal clinical trial that could lead to a treatment that prevents Alzheimer's Disease.  ,Video
212,,2013-09-20,The Weekly Health Quiz,523b641679881007d591afbc,"In the news: sadism, teenage shyness and drug addiction. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: sadism, teenage shyness and drug addiction. Test your knowledge of this week’s health news.  ",Interactive Feature
213,,2013-09-13,The Weekly Health Quiz,52322d1279881007d5917433,"In the news: Running, a fatal virus and a growing diabetes epidemic. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Running, a fatal virus and a growing diabetes epidemic. Test your knowledge of this week’s health news.  ",Interactive Feature
214,,2013-09-06,The Weekly Health Quiz,5228dc9479881007d5915b78,"In the news: The right fruits, shorter workweeks and swimming with sharks.","The Weekly Health Quiz In the news: The right fruits, shorter workweeks and swimming with sharks.  ",Interactive Feature
215,,2013-09-04,The Gymnast,52275a7b79881007d59156df,The patient was once a top gymnast.,The Gymnast The patient was once a top gymnast.  ,Video
216,,2013-08-30,The Weekly Health Quiz,5220b1bf79881007d591491b,"In the news: Eating and exercise, food safety and cycling versus running. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Eating and exercise, food safety and cycling versus running. Test your knowledge of this week’s health news.  ",Interactive Feature
217,,2013-08-27,David Maisel: Aerial Photographs,521b7b3379881007d5913ba0,"The Haines Gallery in San Francisco is featuring an exhibit of David Maisel’s photographs of open-pit copper mines, tailings ponds, and cyanide-leaching fields throughout the American west.","David Maisel: Aerial Photographs The Haines Gallery in San Francisco is featuring an exhibit of David Maisel’s photographs of open-pit copper mines, tailings ponds, and cyanide-leaching fields throughout the American west.  ",Slideshow
218,,2013-08-23,The Weekly Health Quiz,5216480979881007d591311f,"In the news: Sleep, beer and lipstick. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Sleep, beer and lipstick. Test your knowledge of this week’s health news.  ",Interactive Feature
219,,2013-08-16,The Weekly Health Quiz,520d2c9479881007d590389d,"In the news: Antidepressants, sleep aids and Pilates. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Antidepressants, sleep aids and Pilates. Test your knowledge of this week’s health news.  ",Interactive Feature
220,,2013-08-15,Patina Miller’s Broadway Workout,520d320a79881007d59038cc,The Tony Award winning performer Patina Miller talks about her workout.,Patina Miller’s Broadway Workout The Tony Award winning performer Patina Miller talks about her workout.  ,Video
221,,2013-08-13,Autism's Unexpected Link to Cancer Genes,520aa38779881007d59031c9,"As surprised researchers have discovered, some people with autism have mutated cancer or tumor genes that apparently caused their brain disorder.","Autism's Unexpected Link to Cancer Genes As surprised researchers have discovered, some people with autism have mutated cancer or tumor genes that apparently caused their brain disorder.  ",Video
222,,2013-08-09,The Weekly Health Quiz,5203fa8f79881007d59023c9,"In the news: Weight gain, learning and exercise and bone loss. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Weight gain, learning and exercise and bone loss. Test your knowledge of this week’s health news.  ",Interactive Feature
223,,2013-08-08,Food Rituals,5203efa779881007d59023b0,Scientists have found that rituals performed around food actually influence the way the food is enjoyed. We all have our food rituals -- from splitting apart the oreo cookie to folding a pizza slice.,Food Rituals Scientists have found that rituals performed around food actually influence the way the food is enjoyed. We all have our food rituals -- from splitting apart the oreo cookie to folding a pizza slice.  ,Video
224,,2013-08-05,Nursing Homes’ Dental Problems,52001caa79881007d59019eb,"Catherine Saint Louis speaks about why daily oral care in nursing facilities is almost universally overlooked, and why that can lead to dangerous complications for residents.","Nursing Homes’ Dental Problems Catherine Saint Louis speaks about why daily oral care in nursing facilities is almost universally overlooked, and why that can lead to dangerous complications for residents.  ",Video
225,,2013-08-02,The Weekly Health Quiz,51faa3b179881007d5900eab,"In the news: The moon, fruit and the itch you can’t scratch. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: The moon, fruit and the itch you can’t scratch. Test your knowledge of this week’s health news.  ",Interactive Feature
226,,2013-07-26,The Weekly Health Quiz,51f19bdc7988102a014940f0,"In the news: House pollution, ankle sprains and hospital nightmares. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: House pollution, ankle sprains and hospital nightmares. Test your knowledge of this week’s health news.  ",Interactive Feature
227,,2013-07-23,Nightmares After the I.C.U.,51eef4587988102a014939b4,"Patients who have prolonged stays, getting intubated and sedated, may experience severe hallucinations, putting them at risk of PTSD for years to come, studies show.","Nightmares After the I.C.U. Patients who have prolonged stays, getting intubated and sedated, may experience severe hallucinations, putting them at risk of PTSD for years to come, studies show.  ",Video
228,,2013-07-23,Readers Reflect on Dementia,51f044837988102a01493d0e,Researchers are finding that patients who complain of memory problems may be detecting early harbingers of Alzheimer’s. Readers shared their personal and professional experiences with dementia.,Readers Reflect on Dementia Researchers are finding that patients who complain of memory problems may be detecting early harbingers of Alzheimer’s. Readers shared their personal and professional experiences with dementia.  ,Interactive Feature
229,,2013-07-22,"Ending Polio, but First, Many Setbacks",51ec53fa7988102a014933af,"Pakistan is one of the last places where polio runs rampant, and where efforts to eradicate the disease hang in the balance.","Ending Polio, but First, Many Setbacks Pakistan is one of the last places where polio runs rampant, and where efforts to eradicate the disease hang in the balance.  ",Slideshow
230,,2013-07-21,The Last Push in Eliminating Polio,51ec72a87988102a014933e4,"The disease continues to appear in Pakistan, where vaccination efforts are often met with suspicion and hostility.","The Last Push in Eliminating Polio The disease continues to appear in Pakistan, where vaccination efforts are often met with suspicion and hostility.  ",Video
231,,2013-07-19,The Weekly Health Quiz,51e83e537988102a01492b68,"In the news: Memory loss, chickens and a little-appreciated killer. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Memory loss, chickens and a little-appreciated killer. Test your knowledge of this week’s health news.  ",Interactive Feature
232,,2013-07-16,Approved Monthly Premium Rates for Individual Health Insurance Coverage in New York State,51e613de7988102a01492544,This document shows all of the rates for all the heath insurance plans for each New York region.,Approved Monthly Premium Rates for Individual Health Insurance Coverage in New York State This document shows all of the rates for all the heath insurance plans for each New York region.  ,Interactive Feature
233,,2013-07-15,Demystifying the Affordable Care Act,51e482207988102a01492113,"The health care mandate will soon go into effect, and Roni Caryn Rabin explains how to determine if you are eligible to enroll in the health insurance exchange.","Demystifying the Affordable Care Act The health care mandate will soon go into effect, and Roni Caryn Rabin explains how to determine if you are eligible to enroll in the health insurance exchange.  ",Video
234,,2013-07-12,The Weekly Health Quiz,51df0d8b7988106fb9669fd3,"In the news: Valley fever, break-bone fever and belief in God. Test your knowledge of this weeks health news.","The Weekly Health Quiz In the news: Valley fever, break-bone fever and belief in God. Test your knowledge of this weeks health news.  ",Interactive Feature
235,,2013-07-09,Soother-Bot,51dc35ff7988106fb966985d,A robot helps children ignore the sting of vaccinations.,Soother-Bot A robot helps children ignore the sting of vaccinations.  ,Video
236,,2013-07-05,The Weekly Health Quiz,51d6e9dd7988106fb9668e63,"In the news: Growing organs, less stress and deadly drugs. Test your knowledge of this week’s health news.","The Weekly Health Quiz In the news: Growing organs, less stress and deadly drugs. Test your knowledge of this week’s health news.  ",Interactive Feature
237,,2013-07-03,Creating a Liver Bud,51d458297988106fb9668895,"Over 72 hours, human liver cells self-assemble into a three-dimensional liver bud.","Creating a Liver Bud Over 72 hours, human liver cells self-assemble into a three-dimensional liver bud.  ",Video
238,,2013-07-02,Death on Paper,51d1a9507988106fb9668187,"Death certificates have changed greatly over the years. Below, an assortment of these documents for historical figures.","Death on Paper Death certificates have changed greatly over the years. Below, an assortment of these documents for historical figures.  ",Interactive Feature
